"","id","species","nematode_count","species_code"
"744","sl19-02","bauri",9,16
"745","sl19-02","bauri",1,16
"746","sl19-02","bauri",11,16
"747","sl19-02","bauri",4,16
"748","sl19-02","bauri",2,16
"749","sl19-02","bauri",0,16
"750","sl19-02","bauri",0,16
"751","sl19-02","bauri",0,16
"752","sl19-02","bauri",0,16
"753","sl19-02","bauri",0,16
"754","sl19-02","bauri",0,16
"755","sl19-02","bauri",0,16
"756","sl19-02","bauri",0,16
"757","sl19-02","bauri",0,16
"758","sl19-02","bauri",0,16
"759","sl19-02","bauri",0,16
"760","sl19-02","bauri",0,16
"761","sl19-02","bauri",0,16
"762","sl19-02","bauri",0,16
"763","sl17-05","bauri",1,16
"764","sl17-05","bauri",2,16
"765","sl17-05","bauri",0,16
"766","sl17-05","bauri",0,16
"767","sl17-05","bauri",0,16
"768","sl17-05","bauri",0,16
"769","sl17-05","bauri",0,16
"770","sl17-05","bauri",0,16
"771","sl17-05","bauri",0,16
"772","sl17-05","bauri",0,16
"773","sl17-05","bauri",0,16
"774","sl17-05","bauri",0,16
"775","sl17-05","bauri",0,16
"776","sl17-05","bauri",0,16
"777","sl17-05","bauri",0,16
"778","sl19-02","bauri",2,16
"779","sl19-02","bauri",1,16
"780","sl19-02","bauri",2,16
"781","sl19-02","bauri",23,16
"782","sl19-02","bauri",3,16
"783","sl19-02","bauri",3,16
"784","sl19-02","bauri",18,16
"785","sl19-02","bauri",0,16
"786","sl19-02","bauri",0,16
"787","sl19-02","bauri",0,16
"788","sl05-04","chemnitzioides",0,17
"789","sl05-04","chemnitzioides",0,17
"790","sl05-04","chemnitzioides",0,17
"791","sl05-04","chemnitzioides",0,17
"792","sl05-04","chemnitzioides",0,17
"793","sl05-04","chemnitzioides",0,17
"794","sl05-04","chemnitzioides",0,17
"795","sl05-04","chemnitzioides",0,17
"796","sl05-04","chemnitzioides",0,17
"797","sl05-04","chemnitzioides",0,17
"798","sl05-04","chemnitzioides",0,17
"799","sl05-04","chemnitzioides",0,17
"800","sl05-04","chemnitzioides",0,17
"801","sl05-04","chemnitzioides",0,17
"802","sl05-04","chemnitzioides",0,17
"803","sl05-04","chemnitzioides",0,17
"804","sl05-04","chemnitzioides",0,17
"805","sl05-04","chemnitzioides",0,17
"806","sl05-04","chemnitzioides",0,17
"807","sl05-04","chemnitzioides",0,17
"808","sl05-04","chemnitzioides",0,17
"809","sl05-04","chemnitzioides",0,17
"810","sl05-04","chemnitzioides",0,17
"811","sl17-02","chemnitzioides",40,17
"812","sl17-02","chemnitzioides",7,17
"813","sl17-02","chemnitzioides",4,17
"814","sl17-02","chemnitzioides",50,17
"815","sl17-02","chemnitzioides",0,17
"816","sl17-02","chemnitzioides",0,17
"817","sl17-02","chemnitzioides",0,17
"818","sl17-02","chemnitzioides",0,17
"819","sl17-02","chemnitzioides",0,17
"820","sl17-02","chemnitzioides",0,17
"821","sl17-02","chemnitzioides",0,17
"822","sl17-02","chemnitzioides",0,17
"823","sl17-02","chemnitzioides",0,17
"824","sl17-02","chemnitzioides",0,17
"825","sl17-02","chemnitzioides",0,17
"826","sl17-02","chemnitzioides",0,17
"827","sl17-02","chemnitzioides",0,17
"828","sl17-02","chemnitzioides",0,17
"829","sl05-01","chemnitzioides",0,17
"830","sl05-01","chemnitzioides",0,17
"831","sl05-01","chemnitzioides",0,17
"832","sl05-01","chemnitzioides",0,17
"833","sl05-01","chemnitzioides",0,17
"834","sl05-01","chemnitzioides",0,17
"835","sl05-01","chemnitzioides",0,17
"836","sl05-01","chemnitzioides",0,17
"837","sl05-01","chemnitzioides",0,17
"838","DA15-10","spp1",4,18
"839","DA15-10","spp1",1,18
"840","DA15-10","spp1",3,18
"841","DA15-10","spp1",3,18
"842","DA15-10","spp1",3,18
"843","DA15-10","spp1",1,18
"844","DA15-10","spp1",0,18
"845","DA15-10","spp1",0,18
"846","DA15-10","spp1",0,18
"847","DA15-10","spp1",0,18
"848","DA15-10","spp1",0,18
"849","DA15-10","spp1",0,18
"850","DA15-10","spp1",0,18
"851","DA15-10","spp1",0,18
"852","DA15-10","spp1",0,18
"853","DA15-10","spp1",0,18
"854","DA15-10","spp1",0,18
"855","DA15-10","spp1",0,18
"856","DA15-10","spp1",0,18
"857","DA15-10","spp1",0,18
"858","DA15-10","spp1",1,18
"859","DA15-10","spp1",1,18
"860","DA15-10","spp1",2,18
"861","DA15-10","spp1",0,18
"862","DA15-10","spp1",0,18
"863","DA15-10","spp1",0,18
"864","DA15-10","spp1",0,18
"865","DA15-10","spp1",0,18
"866","DA15-10","spp1",0,18
"867","DA15-10","spp1",0,18
"868","DA15-10","spp1",0,18
"869","DA15-10","spp1",0,18
"870","DA15-10","spp1",0,18
"871","DA15-10","spp1",0,18
"872","DA15-10","spp1",2,18
"873","DA15-10","spp1",0,18
"874","DA15-10","spp1",0,18
"875","DA15-10","spp1",0,18
"876","DA15-10","spp1",0,18
"877","DA15-10","spp1",0,18
"878","DA15-10","spp1",0,18
"879","DA15-10","spp1",0,18
"880","DA15-10","spp1",0,18
"881","DA15-10","spp1",0,18
"882","DA15-10","spp1",0,18
"883","DA15-10","spp1",0,18
"884","DA15-10","spp1",0,18
"885","DA15-10","spp1",0,18
"886","DA15-10","spp1",0,18
"887","DA15-10","spp1",0,18
"888","WF19-13","spp2",4,19
"889","WF19-13","spp2",2,19
"890","WF19-13","spp2",1,19
"891","WF19-13","spp2",2,19
"892","WF19-13","spp2",20,19
"893","WF19-13","spp2",0,19
"894","WF19-13","spp2",0,19
"895","WF19-13","spp2",0,19
"896","WF19-13","spp2",0,19
"897","WF19-13","spp2",0,19
"898","WF19-13","spp2",0,19
"899","WF19-13","spp2",0,19
"900","WF19-13","spp2",0,19
"901","WF19-13","spp2",0,19
"902","WF19-13","spp2",0,19
"903","WF19-13","spp2",0,19
"904","WF19-13","spp2",100,19
"905","WF19-13","spp2",50,19
"906","WF19-13","spp2",80,19
"907","WF19-13","spp2",23,19
"908","WF19-13","spp2",3,19
"909","WF19-13","spp2",50,19
"910","WF19-13","spp2",11,19
"911","WF19-13","spp2",20,19
"912","WF19-13","spp2",14,19
"913","WF19-13","spp2",3,19
"914","WF19-13","spp2",21,19
"915","WF19-13","spp2",24,19
"916","WF19-13","spp2",42,19
"917","WF19-13","spp2",3,19
"918","WF19-13","spp2",28,19
"919","WF19-13","spp2",40,19
"920","WF19-13","spp2",45,19
"921","WF19-13","spp2",0,19
"922","WF19-13","spp2",0,19
"923","WF19-13","spp2",0,19
"924","WF19-08","spp2",100,19
"925","WF19-08","spp2",2,19
"926","WF19-08","spp2",35,19
"927","WF19-08","spp2",100,19
"928","WF19-08","spp2",10,19
"929","WF19-08","spp2",20,19
"930","WF19-08","spp2",3,19
"931","WF19-08","spp2",80,19
"932","WF19-08","spp2",56,19
"933","WF19-08","spp2",2,19
"934","WF19-08","spp2",1,19
"935","WF19-08","spp2",3,19
"936","WF19-08","spp2",100,19
"937","WF19-08","spp2",0,19
"938","WF19-08","spp2",0,19
"939","AL05-10","spp3",3,20
"940","AL05-10","spp3",6,20
"941","AL05-10","spp3",6,20
"942","AL05-10","spp3",21,20
"943","AL05-10","spp3",3,20
"944","AL05-10","spp3",1,20
"945","AL05-10","spp3",65,20
"946","AL05-10","spp3",0,20
"947","AL05-10","spp3",0,20
"948","AL05-10","spp3",0,20
"949","AL05-10","spp3",0,20
"950","AL05-10","spp3",0,20
"951","AL05-10","spp3",0,20
"952","AL05-10","spp3",0,20
"953","AL05-10","spp3",0,20
"954","AL05-10","spp3",0,20
"955","AL05-23","spp3",8,20
"956","AL05-23","spp3",1,20
"957","AL05-23","spp3",20,20
"958","AL05-23","spp3",20,20
"959","AL05-23","spp3",1,20
"960","AL05-23","spp3",11,20
"961","AL05-23","spp3",35,20
"962","AL05-23","spp3",19,20
"963","AL05-23","spp3",2,20
"964","AL05-23","spp3",100,20
"965","AL05-23","spp3",100,20
"966","AL05-23","spp3",1,20
"967","AL05-23","spp3",2,20
"968","AL05-23","spp3",10,20
"969","AL05-23","spp3",6,20
"970","AL05-23","spp3",2,20
"971","AL05-23","spp3",5,20
"972","AL05-23","spp3",0,20
"973","AL05-23","spp3",0,20
"974","AL05-23","spp3",0,20
"975","AL05-23","spp3",0,20
"976","AL05-23","spp3",0,20
"977","AL05-23","spp3",0,20
"978","AL05-23","spp3",0,20
"979","AL05-23","spp3",0,20
"980","AL05-23","spp3",1,20
"981","AL05-23","spp3",1,20
"982","AL05-23","spp3",1,20
"983","AL05-23","spp3",3,20
"984","AL05-23","spp3",3,20
"985","AL05-23","spp3",7,20
"986","AL05-23","spp3",0,20
"987","AL05-23","spp3",0,20
"988","AL05-23","spp3",3,20
"989","FA02","spp4",1,21
"990","FA02","spp4",1,21
"991","FA02","spp4",5,21
"992","FA02","spp4",9,21
"993","FA02","spp4",2,21
"994","FA02","spp4",0,21
"995","FA02","spp4",0,21
"996","FA02","spp4",0,21
"997","FA02","spp4",0,21
"998","FA02","spp4",0,21
"999","FA02","spp4",0,21
"1000","FA02","spp4",0,21
"1001","FA02","spp4",0,21
"1002","FA02","spp4",0,21
"1003","FA02","spp4",0,21
"1004","FA02","spp4",0,21
"1005","FA02","spp4",0,21
"1006","FA02","spp4",0,21
"1007","FA02","spp4",0,21
"1008","FA02","spp4",1,21
"1009","FA02","spp4",71,21
"1010","FA02","spp4",13,21
"1011","FA02","spp4",11,21
"1012","FA02","spp4",0,21
"1013","FA02","spp4",0,21
"1014","FA02","spp4",0,21
"1015","FA02","spp4",0,21
"1016","FA02","spp4",0,21
"1017","FA02","spp4",0,21
"1018","FA02","spp4",0,21
"1019","FA02","spp4",0,21
"1020","FA02","spp4",0,21
"1021","FA02","spp4",0,21
"1022","FA02","spp4",0,21
"1023","FA02","spp4",0,21
"1024","FA02","spp4",0,21
"1025","FA02","spp4",0,21
"1026","FA02","spp4",0,21
"1027","FA02","spp4",0,21
"1028","FA02","spp4",0,21
"1029","FA02","spp4",0,21
"1030","FA02","spp4",0,21
"1031","FA02","spp4",1,21
"1032","FA02","spp4",0,21
"1033","FA02","spp4",0,21
"1034","FA02","spp4",0,21
"1035","FA02","spp4",0,21
"1036","FA02","spp4",0,21
"1037","FA02","spp4",0,21
"1038","FA02","spp4",0,21
"1039","FL18-02-01","unifasciatus",16,22
"1040","FL18-02-01","unifasciatus",15,22
"1041","FL18-02-01","unifasciatus",28,22
"1042","FL18-02-01","unifasciatus",10,22
"1043","FL18-02-01","unifasciatus",30,22
"1044","FL18-02-01","unifasciatus",2,22
"1045","FL18-02-01","unifasciatus",70,22
"1046","FL18-02-01","unifasciatus",1,22
"1047","FL18-02-01","unifasciatus",10,22
"1048","FL18-02-01","unifasciatus",2,22
"1049","FL18-02-01","unifasciatus",26,22
"1050","FL18-02-01","unifasciatus",4,22
"1051","FL18-02-01","unifasciatus",15,22
"1052","FL18-02-01","unifasciatus",94,22
"1053","FL18-02-01","unifasciatus",4,22
"1054","FL18-02-01","unifasciatus",0,22
"1055","FL18-11","planospira",3,23
"1056","FL18-11","planospira",10,23
"1057","FL18-11","planospira",0,23
"1058","FL18-11","planospira",0,23
"1059","FL18-11","planospira",0,23
"1060","FL18-11","planospira",0,23
"1061","FL18-11","planospira",0,23
"1062","FL18-11","planospira",0,23
"1063","FL18-11","planospira",0,23
"1064","FL18-11","planospira",0,23
"1065","FL18-11","planospira",0,23
"1066","FL18-02-01","unifasciatus",12,22
"1067","FL18-02-01","unifasciatus",11,22
"1068","FL18-02-01","unifasciatus",22,22
"1069","FL18-02-01","unifasciatus",2,22
"1070","FL18-02-01","unifasciatus",11,22
"1071","FL18-02-01","unifasciatus",59,22
"1072","FL18-02-01","unifasciatus",25,22
"1073","FL18-02-01","unifasciatus",30,22
"1074","FL18-02-01","unifasciatus",35,22
"1075","FL18-02-01","unifasciatus",8,22
"1076","FL18-02-01","unifasciatus",5,22
"1077","FL18-02-01","unifasciatus",4,22
"1078","FL18-02-01","unifasciatus",11,22
"1079","FL18-02-01","unifasciatus",9,22
"1080","FL18-02-01","unifasciatus",4,22
"1081","FL18-02-01","unifasciatus",39,22
"1082","FL18-02-01","unifasciatus",5,22
"1083","FL18-02-01","unifasciatus",3,22
"1084","FL18-02-01","unifasciatus",0,22
"1085","FL18-02-01","unifasciatus",0,22
"1086","FL18-02-01","unifasciatus",84,22
"1087","FL18-02-01","unifasciatus",6,22
"1088","FL18-02-01","unifasciatus",1,22
"1089","FL18-02-01","unifasciatus",44,22
"1090","FL18-02-01","unifasciatus",13,22
"1091","FL18-02-01","unifasciatus",58,22
"1092","FL18-02-01","unifasciatus",18,22
"1093","FL18-02-01","unifasciatus",27,22
"1094","FL18-02-01","unifasciatus",7,22
"1095","FL18-02-01","unifasciatus",5,22
"1096","FL18-02-01","unifasciatus",19,22
"1097","FL18-02-01","unifasciatus",18,22
"1098","FL18-02-01","unifasciatus",0,22
"1099","FL18-02-01","unifasciatus",0,22
"1100","FL18-02-01","unifasciatus",0,22
"1101","FL18-02-01","unifasciatus",0,22
"1102","FL18-02-01","unifasciatus",55,22
"1103","FL18-02-02","unifasciatus",80,22
"1104","FL10-028","planospira",16,23
"1105","FL10-028","planospira",2,23
"1106","FL10-028","planospira",3,23
"1107","FL10-028","planospira",4,23
"1108","FL10-028","planospira",3,23
"1109","FL10-028","planospira",0,23
"1110","FL10-028","planospira",0,23
"1111","FL10-028","planospira",0,23
"1112","FL10-028","planospira",0,23
"1113","FL10-028","planospira",0,23
"1114","FL10-028","planospira",0,23
"1115","FL10-028","planospira",0,23
"1116","FL10-028","planospira",0,23
"1117","FL15","planospira",1,23
"1118","FL15","planospira",1,23
"1119","FL15","planospira",1,23
"1120","FL15","planospira",0,23
"1121","FL15","planospira",0,23
"1122","FL15","planospira",0,23
"1123","FL15","planospira",0,23
"1124","FL15","planospira",0,23
"1125","FL15","planospira",0,23
"1126","FL15","planospira",0,23
"1127","FL15","planospira",0,23
"1128","FL15","planospira",0,23
"1129","FL15","planospira",0,23
"1130","FL15","planospira",0,23
"1131","FL15","planospira",0,23
"1132","FL15","planospira",0,23
"1133","FL15","planospira",3,23
"1134","FL15","planospira",2,23
"1135","FL15","planospira",0,23
"1136","FL15","planospira",0,23
"1137","FL15","planospira",0,23
"1138","FL15","planospira",0,23
"1139","FL15","planospira",0,23
"1140","FL15","planospira",0,23
"1141","FL15","planospira",0,23
"1142","FL15","planospira",0,23
"1143","RA12-07","rabidensis",50,24
"1144","RA12-07","rabidensis",12,24
"1145","RA12-07","rabidensis",2,24
"1146","RA12-07","rabidensis",19,24
"1147","RA12-07","rabidensis",0,24
"1148","RA12-07","rabidensis",0,24
"1149","RA12-07","rabidensis",0,24
"1150","RA12-07","rabidensis",0,24
"1151","RA12-07","rabidensis",0,24
"1152","RA12-07","rabidensis",0,24
"1153","RA12-07","rabidensis",0,24
"1154","RA12-07","rabidensis",0,24
"1155","RA12-07","rabidensis",0,24
"1156","RA12-07","rabidensis",0,24
"1157","RA12-07","rabidensis",0,24
"1158","RA12-07","rabidensis",0,24
"1159","RA12-07","rabidensis",0,24
"1160","RA12-07","rabidensis",0,24
"1161","RA12-07","rabidensis",0,24
"1162","RA12-07","rabidensis",0,24
"1163","RA12-07","rabidensis",0,24
"1164","RA12-07","rabidensis",0,24
"1165","RA12-07","rabidensis",0,24
"1166","RA12-07","rabidensis",0,24
"1167","RA12-07","rabidensis",0,24
"1168","RA12-07","rabidensis",0,24
"1169","RA12-07","rabidensis",0,24
"1170","RA12-07","rabidensis",0,24
"1171","RA12-07","rabidensis",0,24
"1172","RA12-07","rabidensis",0,24
"1173","RA12","rabidensis",4,24
"1174","RA12","rabidensis",1,24
"1175","RA12","rabidensis",1,24
"1176","RA12","rabidensis",11,24
"1177","RA12","rabidensis",0,24
"1178","RA12","rabidensis",0,24
"1179","RA12","rabidensis",0,24
"1180","RA12","rabidensis",0,24
"1181","RA12","rabidensis",0,24
"1182","RA12","rabidensis",0,24
"1183","RA12","rabidensis",0,24
"1184","RA12","rabidensis",0,24
"1185","RA12","rabidensis",0,24
"1186","RA12","rabidensis",0,24
"1187","RA12","rabidensis",0,24
"1188","RA12","rabidensis",0,24
"1189","RA12","rabidensis",0,24
"1190","RA12","rabidensis",0,24
"1191","RA12","rabidensis",0,24
"1192","RA12","rabidensis",0,24
"1193","FL14-08","nux",8,25
"1194","FL14-08","nux",1,25
"1195","FL14-08","nux",2,25
"1196","FL14-08","nux",2,25
"1197","FL14-08","nux",4,25
"1198","FL14-08","nux",0,25
"1199","FL14-08","nux",0,25
"1200","FL14-08","nux",0,25
"1201","FL14-08","nux",0,25
"1202","FL14-08","nux",0,25
"1203","FL14-08","nux",0,25
"1204","FL14-08","nux",3,25
"1205","FL14-08","nux",3,25
"1206","FL14-08","nux",7,25
"1207","FL14-08","nux",3,25
"1208","FL14-08","nux",2,25
"1209","FL14-08","nux",2,25
"1210","FL14-08","nux",5,25
"1211","FL14-08","nux",2,25
"1212","FL14-08","nux",23,25
"1213","FL14-08","nux",0,25
"1214","FL14-08","nux",0,25
"1215","FL14-08","nux",0,25
"1216","FL14-08","nux",0,25
"1217","FL14-08","nux",0,25
"1218","FL14-08","nux",0,25
"1219","FL14-08","nux",0,25
"1220","FL14-08","nux",0,25
"1221","FL15-14-16","nux",61,25
"1222","FL15-14-16","nux",1,25
"1223","FL15-14-16","nux",5,25
"1224","FL15-14-16","nux",6,25
"1225","FL15-14-16","nux",1,25
"1226","FL15-14-16","nux",0,25
"1227","FL15-14-16","nux",0,25
"1228","FL15-14-16","nux",0,25
"1229","FL15-14-16","nux",0,25
"1230","FL15-14-16","nux",0,25
"1231","FL15","nux",3,25
"1232","FL15","nux",3,25
"1233","FL15","nux",3,25
"1234","FL15","nux",0,25
"1235","FL15","nux",0,25
"1236","FL15","nux",0,25
"1237","FL15","nux",0,25
"1238","FL15","nux",0,25
"1239","FL15","nux",0,25
"1240","FL15","nux",0,25
"1241","FL15","nux",0,25
"1242","FL15","nux",0,25
"1243","SF15-01","spp6",1,26
"1244","SF15-01","spp6",2,26
"1245","SF15-01","spp6",0,26
"1246","SF15-01","spp6",0,26
"1247","SF15-01","spp6",0,26
"1248","SF15-01","spp6",0,26
"1249","SF15-01","spp6",0,26
"1250","SF15-01","spp6",0,26
"1251","SF15-01","spp6",0,26
"1252","SF15-01","spp6",0,26
"1253","SF15-01","spp6",0,26
"1254","SF15-01","spp6",0,26
"1255","SF15-01","spp6",0,26
"1256","SF15-01","spp6",0,26
"1257","SF15-01","spp6",0,26
"1258","SF15-01","spp6",0,26
"1259","SF15-01","spp6",0,26
"1260","SF15-01","spp6",0,26
"1261","SF15-01","spp6",0,26
"1262","SF15-01","spp6",0,26
"1263","SF15-01","spp6",0,26
"1264","SF15-02","spp6",0,26
"1265","SF15-02","spp6",0,26
"1266","SF15-02","spp6",0,26
"1267","SF15-02","spp6",0,26
"1268","SF15-02","spp6",3,26
"1269","SF15-02","spp6",0,26
"1270","SF15-02","spp6",0,26
"1271","SF15-02","spp6",0,26
"1272","SF15-02","spp6",0,26
"1273","SF15-02","spp6",0,26
"1274","SF15-02","spp6",0,26
"1275","SF15-02","spp6",0,26
"1276","SF15-02","spp6",0,26
"1277","SF15-01","spp6",10,26
"1278","SF15-01","spp6",0,26
"1279","SF15-01","spp6",0,26
"1280","SF15-01","spp6",0,26
"1281","SF15-01","spp6",0,26
"1282","SF15-01","spp6",0,26
"1283","SF15-01","spp6",0,26
"1284","SF15-01","spp6",0,26
"1285","SF15-01","spp6",0,26
"1286","ES17-02","spp7",46,27
"1287","ES17-02","spp7",100,27
"1288","ES17-02","spp7",70,27
"1289","ES17-02","spp7",60,27
"1290","ES17-02","spp7",50,27
"1291","ES17-02","spp7",14,27
"1292","ES17-02","spp7",30,27
"1293","ES17-02","spp7",94,27
"1294","ES17-02","spp7",40,27
"1295","ES17-02","spp7",100,27
"1296","ES17-02","spp7",100,27
"1297","ES17-02","spp7",100,27
"1298","ES17-02","spp7",0,27
"1299","ES17-02","spp7",0,27
"1300","ES17-02","spp7",0,27
"1301","ES17-02","spp7",0,27
"1302","ES17-06","spp7",33,27
"1303","ES17-06","spp7",6,27
"1304","ES17-06","spp7",100,27
"1305","ES17-06","spp7",100,27
"1306","ES17-06","spp7",100,27
"1307","ES17-06","spp7",100,27
"1308","ES17-06","spp7",3,27
"1309","ES17-06","spp7",100,27
"1310","ES17-06","spp7",100,27
"1311","ES17-06","spp7",26,27
"1312","ES17-06","spp7",0,27
"1313","ES17-06","spp7",0,27
"1314","ES17-06","spp7",0,27
"1315","ES17-06","spp7",0,27
"1316","ES17-06","spp7",0,27
"1317","ES17-06","spp7",0,27
"1318","ES17-Peak","spp7",4,27
"1319","ES17-Peak","spp7",5,27
"1320","ES17-Peak","spp7",8,27
"1321","ES17-Peak","spp7",100,27
"1322","ES17-Peak","spp7",90,27
"1323","ES17-Peak","spp7",0,27
"1324","ES17-Peak","spp7",0,27
"1325","ES17-Peak","spp7",0,27
"1326","ES17-Peak","spp7",0,27
"1327","ES17-03","spp7",4,27
"1328","ES17-03","spp7",100,27
"1329","ES17-03","spp7",61,27
"1330","ES17-03","spp7",1,27
"1331","ES17-03","spp7",100,27
"1332","ES17-03","spp7",100,27
"1333","ES17-03","spp7",0,27
"1334","ES17-03","spp7",0,27
"1335","ES17-03","spp7",0,27
"1336","CA05--8","spp8",2,28
"1337","CA05--8","spp8",0,28
"1338","CA05--8","spp8",0,28
"1339","CA05--8","spp8",0,28
"1340","CA05--8","spp8",0,28
"1341","CA05--8","spp8",0,28
"1342","CA05--8","spp8",0,28
"1343","CA05--8","spp8",0,28
"1344","CA05--8","spp8",0,28
"1345","CA05--8","spp8",0,28
"1346","CA05--8","spp8",0,28
"1347","CA05--8","spp8",0,28
"1348","CA05--8","spp8",0,28
"1349","CA05--8","spp8",0,28
"1350","CA05--8","spp8",0,28
"1351","CA05--8","spp8",0,28
"1352","CA05--8","spp8",0,28
"1353","CA05--8","spp8",0,28
"1354","CA05--8","spp8",0,28
"1355","CA05--8","spp8",0,28
"1356","CA05-10","spp8",1,28
"1357","CA05-10","spp8",4,28
"1358","CA05-10","spp8",3,28
"1359","CA05-10","spp8",15,28
"1360","CA05-10","spp8",0,28
"1361","CA05-10","spp8",0,28
"1362","CA05-10","spp8",0,28
"1363","CA05-10","spp8",0,28
"1364","CA05-10","spp8",0,28
"1365","CA05-10","spp8",0,28
"1366","CA05-10","spp8",0,28
"1367","CA05-10","spp8",0,28
"1368","CA05-10","spp8",0,28
"1369","CA05-10","spp8",0,28
"1370","CA05-10","spp8",0,28
"1371","CA05-10","spp8",0,28
"1372","CA05-10","spp8",0,28
"1373","CA05-10","spp8",0,28
"1374","CA05-10","spp8",0,28
"1375","CA05-10","spp8",0,28
"1376","CA05-05","spp8",1,28
"1377","CA05-05","spp8",17,28
"1378","CA05-05","spp8",5,28
"1379","CA05-05","spp8",1,28
"1380","CA05-05","spp8",0,28
"1381","CA05-05","spp8",0,28
"1382","CA05-05","spp8",0,28
"1383","CA05-05","spp8",0,28
"1384","CA05-05","spp8",0,28
"1385","CA05-05","spp8",0,28
"1386","PI02-03","spp9",17,29
"1387","PI02-03","spp9",8,29
"1388","PI02-03","spp9",57,29
"1389","PI02-03","spp9",3,29
"1390","PI02-03","spp9",30,29
"1391","PI02-03","spp9",35,29
"1392","PI02-03","spp9",34,29
"1393","PI02-03","spp9",0,29
"1394","PI02-03","spp9",0,29
"1395","PI02-03","spp9",0,29
"1396","PI02-03","spp9",0,29
"1397","PI02-03","spp9",0,29
"1398","PI02-03","spp9",0,29
"1399","PI14","spp9",7,29
"1400","PI14","spp9",55,29
"1401","PI14","spp9",6,29
"1402","PI14","spp9",0,29
"1403","PI14","spp9",0,29
"1404","PI14","spp9",0,29
"1405","PI14","spp9",0,29
"1406","PI14","spp9",0,29
"1407","PI14","spp9",0,29
"1408","PI14","spp9",0,29
"1409","PI14","spp9",0,29
"1410","PI14","spp9",0,29
"1411","PI14","spp9",0,29
"1412","PI14","spp9",5,29
"1413","PI01-03","spp9",25,29
"1414","PI01-03","spp9",100,29
"1415","PI01-03","spp9",0,29
"1416","PI01-03","spp9",0,29
"1417","PI01-03","spp9",0,29
"1418","PI01-03","spp9",0,29
"1419","PI01-03","spp9",0,29
"1420","PI01-03","spp9",0,29
"1421","PI01-03","spp9",0,29
"1422","PI01-03","spp9",0,29
"1423","PI01-03","spp9",0,29
"1424","PI01-03","spp9",0,29
"1425","PI01-03","spp9",0,29
"1426","PI01-03","spp9",0,29
"1427","PI01-03","spp9",0,29
"1428","PI01-03","spp9",19,29
"1429","PI01-03","spp9",50,29
"1430","PI01-03","spp9",10,29
"1431","PI01-03","spp9",0,29
"1432","PI01-03","spp9",0,29
"1433","PI01-03","spp9",0,29
"1434","PI01-03","spp9",0,29
"1435","PI01-03","spp9",0,29
"1436","PI01-03","spp9",0,29
"1437","FL18-08","ustulatus",1,30
"1438","FL18-08","ustulatus",1,30
"1439","FL18-08","ustulatus",5,30
"1440","FL18-08","ustulatus",0,30
"1441","FL18-08","ustulatus",0,30
"1442","FL18-08","ustulatus",0,30
"1443","FL18-08","ustulatus",0,30
"1444","FL18-08","ustulatus",0,30
"1445","FL18-08","ustulatus",0,30
"1446","FL18-08","ustulatus",0,30
"1447","FL18-08","ustulatus",0,30
"1448","FL18-08","ustulatus",0,30
"1449","FL18-08","ustulatus",0,30
"1450","FL18-08","ustulatus",0,30
"1451","FL18-08","ustulatus",0,30
"1452","FL18-08","ustulatus",0,30
"1453","FL18-08","ustulatus",0,30
"1454","FL18-08","ustulatus",0,30
"1455","FL18-08","ustulatus",0,30
"1456","FL18-08","ustulatus",0,30
"1457","FL18-08","ustulatus",0,30
"1458","FL18-08","ustulatus",0,30
"1459","FL18-08","ustulatus",0,30
"1460","FL18-08","ustulatus",0,30
"1461","FL18-08","ustulatus",0,30
"1462","FL18-08","ustulatus",0,30
"1463","FL18-08","ustulatus",0,30
"1464","FL15","ustulatus",1,30
"1465","FL15","ustulatus",0,30
"1466","FL15","ustulatus",0,30
"1467","FL15","ustulatus",0,30
"1468","FL15","ustulatus",0,30
"1469","FL15","ustulatus",0,30
"1470","FL15","ustulatus",0,30
"1471","FL15","ustulatus",0,30
"1472","FL15","ustulatus",0,30
"1473","FL15","ustulatus",0,30
"1474","FL15","ustulatus",0,30
"1475","FL15","ustulatus",0,30
"1476","FL15","ustulatus",0,30
"1477","FL15","ustulatus",0,30
"1478","FL15","ustulatus",0,30
"1479","FL15","ustulatus",0,30
"1480","FL15","ustulatus",0,30
"1481","FL15","ustulatus",0,30
"1482","FL15","ustulatus",0,30
"1483","FL15","ustulatus",0,30
"1484","FL15","ustulatus",0,30
"1485","FL15","ustulatus",0,30
"1486","FL15","ustulatus",0,30
"1487","FL15","ustulatus",0,30
"1488","FL15","ustulatus",0,30
"1489","FL15","ustulatus",0,30
"1490","FL15","ustulatus",0,30
"1491","FL15","ustulatus",0,30
"1492","SC01-02","cavagnaroi",2,31
"1493","SC01-02","cavagnaroi",17,31
"1494","SC01-02","cavagnaroi",1,31
"1495","SC01-02","cavagnaroi",0,31
"1496","SC01-02","cavagnaroi",0,31
"1497","SC01-02","cavagnaroi",0,31
"1498","sc15-16","cavagnaroi",9,31
"1499","sc15-16","cavagnaroi",0,31
"1500","sc15-16","cavagnaroi",0,31
"1501","sc15-16","cavagnaroi",0,31
"1502","sc15-16","cavagnaroi",0,31
"1503","sc15-02","cavagnaroi",1,31
"1504","sc15-02","cavagnaroi",0,31
"1505","sc15-02","cavagnaroi",0,31
"1506","sc01","cavagnaroi",0,31
"1507","sc01","cavagnaroi",0,31
"1508","sc01","cavagnaroi",0,31
"1509","sc01","cavagnaroi",0,31
